ID,AMK
1,0.9706526505380411
2,0.9651568395911906
3,0.9717612893086013
4,0.9713061699041821
5,0.9715181161414297
6,0.9717612893086013
7,0.9704847046914301
8,0.9689720838074466
9,0.9716359753148921
10,0.9702492494899385
11,0.9711973044879609
12,0.9704130006536873
13,0.9713905828329186
14,0.9703852932917727
15,0.9702240117561881
16,0.9704479747113778
17,0.9716439306900212
18,0.9713382681671684
19,0.9714119181836571
20,0.9718298803940368
21,0.9717105331342683
22,0.9713061699041821
23,0.9710670905778671
24,0.9723561763694468
25,0.9718631553989561
26,0.9722045714081909
27,0.9714217058538839
28,0.9722619843470104
29,0.9716145712683774
30,0.9695776290585849
31,0.9706934029891704
32,0.9690072573362482
33,0.9704389896697588
34,0.9696470421090112
35,0.09897618046141156
36,0.9727066861239032
37,0.9704847046914301
38,0.9716884212362134
39,0.9715181161414297
40,0.9724148106093923
41,0.9707419972846848
42,0.972177635040007
43,0.9710894323948024
44,0.9723774859510962
45,0.9721987132583529
46,0.9703952650725457
47,0.9716038767743415
48,0.9713061699041821
49,0.9708692127285319
50,0.9670872887070492
51,0.9714827691450239
52,0.9687053321142308
53,0.9711558695649393
54,0.9689901195250036
55,0.9724006019941605
56,0.9688418821933807
57,0.9706934029891704
58,0.9703196036058684
59,0.9714898996576666
60,0.968690019511108
61,0.9661155982381681
62,0.9723316831102452
63,0.9704377050830061
64,0.9700820507759861
65,0.9716465790531931
66,0.9722150872921114
67,0.971598594331276
68,0.9727066861239032
69,0.9698217501575063
70,0.9711542884050803
71,0.967939307686288
72,0.967885357446174
73,0.9692418153345477
74,0.9692394307475131
75,0.9714473480882627
76,0.9707238376558629
77,0.9711558695649393
78,0.9709151885088217
79,0.9713956187191981
80,0.9716465549855583
81,0.9718320560447157
82,0.9709800452448
83,0.9704876665717568
84,0.9707489635089447
85,0.9687360952972934
86,0.9706117714381766
87,0.9705690714365662
88,0.9711930186343695
89,0.9712704651474494
90,0.971486036625762
91,0.9724558858301217
92,0.971185014021501
93,0.9645085816942661
94,0.9708050667998085
95,0.9711638919281759
96,0.965636631349725
97,0.9724931704897233
98,0.9710571535340363
99,0.971695408040271
100,0.9705978929901402
