ID,MOXI
1,0.931782744973151
2,0.9419365233172676
3,0.9486660975571
4,0.948281471250609
5,0.9411520113717214
6,0.9486660975571
7,0.953763786346935
8,0.9434332663246785
9,0.9375739309949825
10,0.9492479533212981
11,0.9517832949771662
12,0.9397901852503245
13,0.9521770322491879
14,0.7117758310588449
15,0.95099919101102
16,0.94946596967543
17,0.9524665237553885
18,0.9483338408526919
19,0.9455391016740108
20,0.951391659855367
21,0.9474101325506261
22,0.948281471250609
23,0.9526770058784421
24,0.9463907907558066
25,0.9470448007510611
26,0.9504791097343923
27,0.9540693640582852
28,0.9508220755031198
29,0.9041187930409114
30,0.9425914976919024
31,0.9523364118845509
32,0.44968414321540806
33,0.5984896409394468
34,0.947690397584128
35,0.9335683725357434
36,0.950315375186079
37,0.953763786346935
38,0.9557368537405558
39,0.9411520113717214
40,0.9442542987898008
41,0.8944489715243259
42,0.9390199664477763
43,0.890191809224697
44,0.95183804542762
45,0.9482284753926659
46,0.9148527377850255
47,0.9551088976699644
48,0.948281471250609
49,0.6293497588378015
50,0.9470201777581327
51,0.911018743100415
52,0.9536116850810797
53,0.9151239031199428
54,0.9455072009924442
55,0.9565398694812943
56,0.9228939311294561
57,0.9523364118845509
58,0.9543106495042666
59,0.9524591909280627
60,0.9481393100600902
61,0.9407670656741489
62,0.950757882056263
63,0.9536611018651223
64,0.9549002501758407
65,0.9525078382766689
66,0.9486127516933891
67,0.9477052061075762
68,0.950315375186079
69,0.568972872864951
70,0.9430844631354215
71,0.9546800003038066
72,0.9501701385719135
73,0.9519782881696078
74,0.9463573143683032
75,0.9469221701858794
76,0.9493897178837999
77,0.9151239031199428
78,0.9522992710329442
79,0.9478771051384783
80,0.9542039663161052
81,0.9522233363573265
82,0.9523917031608071
83,0.9256539483819448
84,0.9511848452014066
85,0.9245026584953967
86,0.9223312917526288
87,0.9035218106012901
88,0.9476028150439064
89,0.947207590860398
90,0.9468612775246225
91,0.9299768255369358
92,0.9523304989795598
93,0.9486625515724164
94,0.2190233966119818
95,0.9468519286523303
96,0.9447729733452976
97,0.9518044357146093
98,0.9417584290832947
99,0.9535482174740502
100,0.9342378733615928
101,0.9478455457688905
102,0.9533475026105241
103,0.8829013561268377
104,0.6457240915408543
105,0.3690371858869938
106,0.9469940948047486
107,0.9522473219863571
108,0.9400706127929659
109,0.9533352949842371
110,0.9529954426522333
111,0.9342378733615928
112,0.9526560632342643
113,0.9558692661096624
114,0.3398418246396435
115,0.17667359952223324
116,0.6075547224716572
117,0.3690371858869938
118,0.9469940948047486
119,0.9534737973174285
120,0.9491164357806436
121,0.19781393722712837
122,0.9475085214032151
123,0.9263226189251869
124,0.9068876123143415
125,0.2286596693714887
126,0.9522473219863571
127,0.7862775690570977
128,0.9469940948047486
129,0.44796569980849665
130,0.17837842843884127
131,0.9522473219863571
132,0.2286596693714887
133,0.9202175954246952
134,0.44796569980849665
135,0.9522473219863571
136,0.9522473219863571
137,0.9514287103238721
138,0.9421139127245379
139,0.9342378733615928
140,0.899650025077954
141,0.948281471250609
142,0.9384381229895661
143,0.9522473219863571
144,0.9459848897461335
145,0.9412958682138369
146,0.949506304750306
147,0.9478546597553797
148,0.9335087472903121
149,0.9506680267335291
150,0.9383896488962739
151,0.9392441417094854
152,0.9521857224252067
153,0.9536870726113688
154,0.9506680267335291
155,0.9536870726113688
156,0.9545124504209408
157,0.9502465375063334
158,0.9459892542294138
159,0.9389223031816079
160,0.9446353336891241
161,0.9030487361522583
162,0.9316537067769588
163,0.9320044740175208
164,0.9455262770610386
165,0.9448953450552762
166,0.1613221166694657
167,0.9398321092689621
168,0.9532440239802713
169,0.9514261869984812
170,0.9316537067769588
171,0.9368693877689127
172,0.9504596720147539
173,0.9487683882405517
174,0.9526560632342643
175,0.5080527875830265
176,0.9522473219863571
177,0.5179679601665362
178,0.528168729873701
179,0.9342378733615928
180,0.9409769123155043
181,0.2286596693714887
182,0.9342378733615928
183,0.9471456643788158
184,0.9491544020556105
185,0.9316537067769588
186,0.949506304750306
187,0.8661434003714593
188,0.9544203722740354
189,0.9513086486868979
190,0.9448953450552762
191,0.949506304750306
192,0.9536850041785615
193,0.6458698602911878
194,0.6458698602911878
195,0.9513456101550821
196,0.9121595023287951
197,0.9519808675940452
628,0.9554968431574169
805,0.9487602178407959
809,0.3832679007894015
816,0.9243923351015139
826,0.9444917774074225
841,0.9485217627336401
847,0.9446876380908138
893,0.9485919825154694
951,0.9518391509887025
952,0.9272526389689315
953,0.9532609483725907
954,0.9545750891395941
955,0.9464090189057575
956,0.9522298931685687
957,0.9550677246950274
958,0.9507763098873842
959,0.9540840550020477
960,0.9504832137724564
961,0.9534765809785314
962,0.9530502619455601
963,0.9554893543563127
964,0.9534275273262595
965,0.9357953166942073
966,0.950954459884352
967,0.9525817158221743
968,0.9519196664067195
969,0.9497597828584929
970,0.9525817158221743
971,0.9537559239148172
972,0.95210293292221
973,0.9537559239148172
974,0.9521253658026535
975,0.9520170076339282
976,0.9526560632342643
977,0.9543790335556663
978,0.9525359459816993
979,0.9512593935936747
980,0.914218391973535
981,0.950528057169376
982,0.9544993368592453
983,0.9446735229200697
984,0.950528057169376
985,0.9538587248811445
986,0.9532990189627775
987,0.9525359459816993
988,0.9513065586023298
989,0.9442095566566814
990,0.9502266149272125
991,0.9472065201471207
992,0.9544993368592453
