ID,EMB
1,0.06073878036704624
2,0.06994570620023012
3,0.2571393022959909
4,0.031968446161034066
5,0.1399661133085451
6,0.2571393022959909
7,0.6659550674501928
8,0.7591151480938068
9,0.08541696687141798
10,0.3195979248889279
11,0.18750999399504245
12,0.21130812611621003
13,0.3812055789858998
14,0.8160095789092437
15,0.7682211031990975
16,0.09683147466953476
17,0.9713312389997938
18,0.04625778565226218
19,0.3921800459893536
20,0.9871533147231503
21,0.30967912533630904
22,0.031968446161034066
23,0.5
24,0.8247004364518984
25,0.06019572239455769
26,0.8992943513712929
27,0.888979402091964
28,0.7534995837895094
29,0.10479324769259597
30,0.14153413463215847
31,0.5873535734395663
32,0.5607709468025946
33,0.29647874774214417
34,0.07415993324757117
35,0.08455421844601256
36,0.973028284243528
37,0.6659550674501928
38,0.6219164989563053
39,0.1399661133085451
40,0.8393298417829362
41,0.5157423643932172
42,0.13059468647347022
43,0.2790574871112542
44,0.9999831967476955
45,0.14371781532464373
46,0.6743573356472341
47,0.8300088982385949
48,0.031968446161034066
49,0.05147103065382493
50,0.05870215952591959
51,0.9725828980474928
52,0.6482290773907549
53,0.05009973386270133
54,0.17259862252456157
55,0.9778423104754221
56,0.04757131173986322
57,0.5873535734395663
58,0.5066970891878704
59,0.5387502078103521
60,0.06984178667614255
61,0.537422791754207
62,0.5
63,0.1887804707083615
64,0.40818394063349417
65,0.9732803890185818
66,0.09310198623917687
67,0.20020062750473122
68,0.973028284243528
69,0.06215743171812338
70,0.26314535034766917
71,0.21262508711423797
72,0.8200796681091195
73,0.058049808915740235
74,0.4017089794655608
75,0.7824492707940726
76,0.12876986537167276
77,0.05009973386270133
78,0.26662880766861513
79,0.22049632782972692
80,0.9009361105983055
81,0.9657836273694219
82,0.8745196399611339
83,0.07064009383319685
84,0.8976217582044212
85,0.0919214906907413
86,0.9106438066098478
87,0.12437140045152968
88,0.13656602133363482
89,0.8729612537270461
90,0.08852340422295754
91,0.9706771055791675
92,0.3700478644120271
93,0.01718615914134604
94,0.15033785900636984
95,0.33142514479836893
96,0.5210249203165235
103,0.44350871392752456
123,0.030620649536498526
126,0.4407959141624586
131,0.4407959141624586
132,0.03297776743952407
144,0.8781568250428818
145,0.45434556488409805
146,0.9253239291084278
147,0.9795450466728652
148,0.5466547330715636
149,0.6903745742339745
150,0.5
151,0.9751280604639968
152,0.9944341311958916
153,0.9943969761267523
154,0.6903745742339745
155,0.9943969761267523
156,0.9283208527436337
157,0.8434639677728075
158,0.7388524163623671
159,0.43698305801213494
160,0.8967865167346819
161,0.6083476556394609
162,0.48092951049346794
163,0.3339525375203423
164,0.9305314919835781
165,0.857554875991907
166,0.5175453290760034
167,0.6337055147604458
168,0.7701003825073567
169,0.912587835207325
170,0.48092951049346794
171,0.33328026704069763
172,0.625782927367257
173,0.9345050299087172
175,0.30844598499666565
181,0.03297776743952407
183,0.3909410513793533
184,0.5599301450318025
185,0.48092951049346794
186,0.9253239291084278
187,0.3376186953848341
188,0.8792799278190141
189,0.9956587084502819
190,0.857554875991907
191,0.9253239291084278
192,0.9805773360385004
193,0.1128921275517327
194,0.1128921275517327
195,0.9946560599048517
196,0.6549624426748314
197,0.8210983991020543
198,0.9524579937809734
199,0.988941881538923
200,0.07296985855180127
201,0.9866176553820667
202,0.5855605338108738
203,0.9871230311009054
204,0.9524579937809734
205,0.9999862292319824
206,0.9942477797225759
207,0.9999889132534001
208,0.205010437255354
209,0.9969048510969235
210,0.9834087801822109
211,0.9969048510969235
212,0.25356626613604427
213,0.4195888189806119
214,0.9744556987389655
215,0.6031722675079657
216,0.985009957407202
217,0.042687068725572604
218,0.9595039236851121
219,0.9719986572442101
220,0.9999877625886233
221,0.03634348660992454
222,0.5174942098929134
223,0.5748104064980599
224,0.988719324575233
225,0.9966801557012565
226,0.996749087020315
227,0.3796849502791726
228,0.9538110942870228
229,0.9970051414236033
230,0.9917355107606549
231,0.8688796906969012
232,0.7301409880809823
233,0.9999993839623658
234,0.8177114364803374
235,0.9627789770245112
236,0.9972850808661494
237,0.9945154616104044
238,0.9595039236851121
239,0.22752420991668224
240,0.9999966573707811
241,0.9963981260540534
242,0.9444967442156383
243,0.9891548049078324
244,0.9464795183514698
245,0.9444967442156383
246,0.9901349305710446
247,0.9331299101725727
248,0.9917347876068363
249,0.9999991130794535
250,0.9735337333512927
251,0.11141875164442844
252,0.9921648211208526
253,0.9970051414236033
254,0.9946915578709105
255,0.9735337333512927
256,0.23255950633334835
257,0.7553003585551825
258,0.6532995065352929
259,0.9286386897518587
260,0.9937041092679929
261,0.9956321450193368
262,0.7184555691494559
263,0.4621406874347447
264,0.9837388109996429
265,0.9933070651872177
266,0.9949047871947392
267,0.9999831606623625
268,0.9999994191648094
269,0.9969822315928827
270,0.10540980544667898
271,0.9936557994806978
272,0.9331299101725727
273,0.9968337142286245
274,0.9888970037658195
275,0.9962871977047613
276,0.9999994191648094
277,0.9962871977047613
278,0.9956680926260252
279,0.9886578036101192
280,0.32980412043193436
281,0.9942477797225759
282,0.9970051414236033
283,0.9921648211208526
284,0.9921648211208526
285,0.9970051414236033
286,0.9779443228707391
287,0.9904732220495516
288,0.9921648211208526
289,0.9623328278859482
290,0.9913527891694541
291,0.9958643451469912
292,0.9941062315133317
293,0.9726625333417165
294,0.9812181874021337
296,0.9901635298613183
297,0.9955683594810054
298,0.9955875615485219
299,0.9926651369379467
300,0.9933343577802967
301,0.9921648211208526
302,0.8340433695757932
303,0.9963563577168656
304,0.9897898663245521
305,0.9968619509080956
306,0.999999283490541
307,0.9947246446310564
308,0.9921648211208526
309,0.9769059097408002
310,0.9999924428385418
311,0.9956193498760373
312,0.9812181874021337
313,0.991252277918598
314,0.9955399545836916
315,0.9970051414236033
316,0.9820049778385729
317,0.9946915578709105
318,0.9921648211208526
319,0.9475835562927332
320,0.8183015755578095
321,0.9969822315928827
322,0.9921648211208526
323,0.9900550942854901
324,0.9921648211208526
325,0.8394266692238798
326,0.9781719014300829
327,0.9933762662418495
328,0.9792608803340431
329,0.9955399545836916
330,0.9966110541857114
331,0.9889680071026598
332,0.9946915578709105
333,0.9866154173581537
334,0.9955399545836916
335,0.9970051414236033
336,0.9999992696756967
337,0.9956082333035468
338,0.9947550504640523
339,0.9963146488271265
340,0.9999991130794535
341,0.9962871977047613
342,0.9921648211208526
343,0.9933215463000111
344,0.9972814192701025
345,0.9926804549371819
346,0.9999993839623658
347,0.9890574848876482
348,0.9923914967111311
349,0.9955035543507109
350,0.9999916671033019
351,0.9999993624233224
352,0.9197342405454646
353,0.9970051414236033
354,0.9952543183750366
355,0.9921648211208526
356,0.9576332104636031
357,0.9999845020065559
358,0.9733004489329311
359,0.9999831606623625
360,0.9803931517131944
361,0.9999837419088227
362,0.9733004489329311
363,0.9937041092679929
364,0.9955399545836916
365,0.9686982600075713
366,0.9946915578709105
367,0.9924732643702284
368,0.9999986610698367
369,0.9999889132534001
370,0.9751558569292452
371,0.9888970037658195
372,0.9893745343708461
373,0.9912271632776258
374,0.9999993839623658
375,0.9928228714389514
376,0.9919656256672812
377,0.9999831606623625
378,0.9855943355280326
379,0.9957765710425167
380,0.9065960512150646
381,0.9931698789140054
383,0.9946915578709105
384,0.9937312208647981
385,0.9968619509080956
386,0.9950096484630097
387,0.9950836134390996
388,0.9914865740895812
389,0.9917347876068363
390,0.9973819585957762
391,0.9178679202598669
392,0.1605991759917106
393,0.9969652610418714
394,0.9622872683876597
395,0.9939430226260033
396,0.9970051414236033
397,0.9942477797225759
398,0.9999993839623658
399,0.9999993839623658
400,0.9999831606623625
401,0.9920012417216151
402,0.9999993839623658
403,0.9924732643702284
404,0.9999994191648094
405,0.9921648211208526
406,0.9966162224650945
407,0.9999993839623658
408,0.9910345281844718
409,0.9921648211208526
410,0.9921648211208526
411,0.9999993839623658
412,0.9999834501596757
413,0.9925781366010994
415,0.9964236642116052
416,0.9896370075795196
417,0.9968619509080956
418,0.9963981260540534
419,0.9936723485769493
420,0.9963146488271265
421,0.9950415709343399
422,0.9925781366010994
423,0.9952543183750366
424,0.9950836134390996
425,0.9960461117850816
426,0.9931698789140054
427,0.9921648211208526
428,0.999995698191654
429,0.9878440604009017
430,0.981493794180728
431,0.9748947811382153
432,0.9931698789140054
433,0.992326690350721
435,0.9812181874021337
436,0.9851003341665396
437,0.9968619509080956
438,0.9956321661498239
439,0.9945154616104044
440,0.9967088494244706
